0.2531899966655552,0.0

0.2486442147382461,0.0076

0.243124108036012,0.0192

0.23950063354451487,0.0264

0.23188902967655886,0.0372

0.225501567189063,0.0492

0.21806122040680226,0.0608

0.20622940980326776,0.0772

0.2035405135045015,0.0804

0.1999949316438813,0.0876

0.19427195731910638,0.0944

0.17340180060020008,0.1216

0.17314464821607203,0.1244

0.16705941980660222,0.1324

0.15930963654551517,0.1392

0.15920933644548182,0.1412

0.1340278759586529,0.1688

0.1377519173057686,0.1636

0.1237940646882294,0.1792

0.10388142714238079,0.1944

0.08993104368122708,0.2104

0.08731243747915972,0.208

0.0893565855285095,0.208

0.08245455151717239,0.222

0.061342847615871963,0.2312

0.02639946648882961,0.2492

0.01666808936312104,0.2576

0.002209136378792931,0.2624

0.000551783927975992,0.2872

0.0,0.3104

0.0002904968322774258,0.3016

0.0004476158719573191,0.3036

5.601867289096365e-06,0.3124

0.001324974991663888,0.3164

0.0,0.3392

0.0,0.3496

0.0,0.3644

0.0,0.38

5.921973991330444e-05,0.3724

0.0,0.3916

0.0,0.3836

0.0001017672557519173,0.4076

0.0,0.4292

0.0,0.4464

0.0,0.42
0.0,0.43
0.0,0.44
0.0,0.45
0.0,0.46
0.0,0.47000000000000003
0.0,0.48000000000000004
0.0,0.49000000000000005
0.0,0.5
0.0,0.51
0.0,0.52
0.0,0.53
0.0,0.54
0.0,0.55
0.0,0.56
0.0,0.5700000000000001
0.0,0.5800000000000001
0.0,0.5900000000000001
0.0,0.6000000000000001
0.0,0.6100000000000001
0.0,0.6200000000000001
0.0,0.6300000000000001
0.0,0.6400000000000001
0.0,0.6500000000000001
0.0,0.6600000000000001
0.0,0.6700000000000002
0.0,0.6800000000000002
0.0,0.6900000000000002
0.0,0.7000000000000002
0.0,0.7100000000000002
0.0,0.7200000000000002
0.0,0.7300000000000002
0.0,0.7400000000000002
0.0,0.7500000000000002
0.0,0.7600000000000002
0.0,0.7700000000000002
0.0,0.7800000000000002
0.0,0.7900000000000003
0.0,0.8000000000000003
0.0,0.8100000000000003
0.0,0.8200000000000003
0.0,0.8300000000000003
0.0,0.8400000000000003
0.0,0.8500000000000003
0.0,0.8600000000000003
0.0,0.8700000000000003
0.0,0.8800000000000003
0.0,0.8900000000000003
0.0,0.9000000000000004
0.0,0.9100000000000004
0.0,0.9200000000000004
0.0,0.9300000000000004
0.0,0.9400000000000004
0.0,0.9500000000000004
0.0,0.9600000000000004
0.0,0.9700000000000004
0.0,0.9800000000000004
0.0,0.9900000000000004
0.0,1.0000000000000004

